year,month,day,avg_temperature,precipitation,dayofyear
2022,9,23,15.15,0.0,266
2022,9,22,14.85,0.0,265
2022,9,21,13.25,0.0,264
2022,9,20,13.25,0.0,263
2022,9,19,13.45,0.0,262
2022,9,18,14.45,0.0,261
2022,9,17,13.35,0.0,260
2022,9,16,15.0,1.6,259
2022,9,15,15.85,0.3,258
2022,9,14,17.14,0.0,257
2022,9,13,15.45,0.0,256
2022,9,12,18.75,0.0,255
2022,9,11,19.25,0.0,254
2022,9,10,17.39,0.0,253
2022,9,9,16.2,0.0,252
2022,9,8,14.05,0.0,251
2022,9,7,16.8,0.0,250
2022,9,6,15.6,0.0,249
2022,9,5,15.8,0.0,248
2022,9,4,17.75,4.9,247
2022,9,3,18.89,0.0,246
2022,9,2,19.25,0.0,245
2022,9,1,21.15,0.0,244
2022,8,31,22.1,0.0,243
2022,8,30,20.8,0.0,242
2022,8,29,19.64,0.0,241
2022,8,28,17.7,0.0,240
2022,8,27,18.3,0.0,239
2022,8,26,18.1,0.0,238
2022,8,25,21.6,0.0,237
2022,8,24,20.7,0.0,236
2022,8,23,19.0,0.0,235
2022,8,22,19.8,0.0,234
2022,8,21,20.79,0.0,233
2022,8,20,21.1,0.0,232
2022,8,19,22.75,0.0,231
2022,8,18,22.05,0.0,230
2022,8,17,20.39,0.0,229
2022,8,16,20.3,0.0,228
2022,8,15,20.6,0.0,227
2022,8,14,19.45,0.0,226
2022,8,13,20.14,0.0,225
2022,8,12,18.89,0.0,224
2022,8,11,19.39,0.0,223
2022,8,10,19.3,0.5,222
2022,8,9,20.0,0.0,221
2022,8,8,19.55,0.0,220
2022,8,7,19.6,0.0,219
2022,8,6,18.75,0.0,218
2022,8,5,17.0,0.0,217
2022,8,4,17.75,0.0,216
2022,8,3,18.45,5.9,215
2022,8,2,20.0,0.0,214
2022,8,1,20.6,0.0,213
2022,7,31,23.2,0.0,212
2022,7,30,23.45,0.0,211
2022,7,29,23.4,0.0,210
2022,7,28,22.9,0.0,209
2022,7,27,24.45,0.0,208
2022,7,26,22.6,0.0,207
2022,7,25,20.39,0.0,206
2022,7,24,18.1,0.0,205
2022,7,23,16.64,0.0,204
2022,7,22,17.85,0.0,203
2022,7,21,19.25,0.0,202
2022,7,20,18.2,0.0,201
2022,7,19,17.1,0.0,200
2022,7,18,17.25,0.0,199
2022,7,17,15.9,1.8,198
2022,7,16,18.5,0.0,197
2022,7,15,17.7,1.3,196
2022,7,14,19.39,0.0,195
2022,7,13,18.25,0.0,194
2022,7,12,18.39,0.0,193
2022,7,11,18.55,0.0,192
2022,7,10,19.0,0.0,191
2022,7,9,17.7,0.0,190
2022,7,8,18.0,0.0,189
2022,7,7,19.04,11.0,188
2022,7,6,18.95,1.5,187
2022,7,5,17.35,0.0,186
2022,7,4,15.1,2.6,185
2022,7,3,14.25,9.7,184
2022,7,2,16.39,0.0,183
2022,7,1,18.45,0.0,182
2022,6,30,16.6,0.0,181
2022,6,29,17.25,0.0,180
2022,6,28,17.64,1.3,179
2022,6,27,20.14,0.0,178
2022,6,26,18.39,0.0,177
2022,6,25,16.6,0.0,176
2022,6,24,13.6,0.0,175
2022,6,23,14.55,0.0,174
2022,6,22,15.8,0.0,173
2022,6,21,15.65,0.2,172
2022,6,20,15.14,0.0,171
2022,6,19,15.25,0.0,170
2022,6,18,15.15,4.5,169
2022,6,17,14.2,0.4,168
2022,6,16,15.0,0.6,167
2022,6,15,13.8,0.6,166
2022,6,14,14.75,0.0,165
2022,6,13,14.7,0.0,164
2022,6,12,14.55,4.5,163
2022,6,11,15.85,0.2,162
2022,6,10,16.95,0.6,161
2022,6,9,13.65,26.3,160
2022,6,8,16.25,0.2,159
2022,6,7,13.45,0.8,158
2022,6,6,13.3,0.0,157
2022,6,5,16.05,12.5,156
2022,6,4,16.5,8.0,155
2022,6,3,15.6,9.0,154
2022,6,2,16.79,0.0,153
2022,6,1,14.25,0.0,152
2022,5,31,14.4,0.0,151
2022,5,30,12.0,5.1,150
2022,5,29,13.35,0.0,149
2022,5,28,11.8,0.0,148
2022,5,27,12.85,8.0,147
2022,5,26,13.25,8.8,146
2022,5,25,14.5,0.6,145
2022,5,24,12.89,0.0,144
2022,5,23,14.2,0.0,143
2022,5,22,13.8,0.0,142
2022,5,21,11.6,0.0,141
2022,5,20,9.44,0.0,140
2022,5,19,11.35,0.0,139
2022,5,18,11.85,5.7,138
2022,5,17,10.5,0.0,137
2022,5,16,11.8,1.1,136
2022,5,15,12.3,24.3,135
2022,5,14,10.6,3.8,134
2022,5,13,8.8,1.5,133
2022,5,12,8.65,6.6,132
2022,5,11,10.65,0.9,131
2022,5,10,11.3,0.9,130
2022,5,9,10.45,3.5,129
2022,5,8,8.75,3.2,128
2022,5,7,9.64,0.0,127
2022,5,6,9.64,0.0,126
2022,5,5,9.39,11.6,125
2022,5,4,10.1,1.9,124
2022,5,3,10.95,2.3,123
2022,5,2,11.85,2.3,122
2022,5,1,10.39,0.0,121
2022,4,30,11.2,8.9,120
2022,4,29,10.9,0.0,119
2022,4,28,7.45,0.0,118
2022,4,27,7.65,0.0,117
2022,4,26,7.85,1.0,116
2022,4,25,10.55,6.2,115
2022,4,24,11.05,1.0,114
2022,4,23,9.44,0.0,113
2022,4,22,9.44,0.0,112
2022,4,21,9.25,9.3,111
2022,4,20,8.25,5.0,110
2022,4,19,8.4,0.0,109
2022,4,18,8.65,19.2,108
2022,4,17,7.75,0.0,107
2022,4,16,4.85,0.0,106
2022,4,15,5.65,4.3,105
2022,4,14,4.6,0.0,104
2022,4,13,4.89,0.2,103
2022,4,12,5.25,8.6,102
2022,4,11,7.1,0.0,101
2022,4,10,5.94,1.4,100
2022,4,9,7.4,0.0,99
2022,4,8,9.3,4.4,98
2022,4,7,9.6,0.2,97
2022,4,6,6.5,0.0,96
2022,4,5,8.35,0.3,95
2022,4,4,7.85,5.4,94
2022,4,3,7.6,16.6,93
2022,4,2,8.15,0.4,92
2022,4,1,7.5,2.2,91
2022,3,31,8.25,0.0,90
2022,3,30,8.9,0.8,89
2022,3,29,9.65,1.6,88
2022,3,28,8.3,3.9,87
2022,3,27,9.94,2.0,86
2022,3,26,9.9,6.0,85
2022,3,25,8.65,0.0,84
2022,3,24,5.65,0.0,83
2022,3,23,8.9,4.0,82
2022,3,22,9.8,7.9,81
2022,3,21,6.5,21.6,80
2022,3,20,4.35,8.1,79
2022,3,19,7.95,2.0,78
2022,3,18,7.75,4.1,77
2022,3,17,6.55,17.5,76
2022,3,16,6.45,0.0,75
2022,3,15,7.7,3.2,74
2022,3,14,7.1,35.9,73
2022,3,13,8.3,8.3,72
2022,3,12,7.19,14.1,71
2022,3,11,3.9,3.3,70
2022,3,10,2.35,0.0,69
2022,3,9,3.25,0.0,68
2022,3,8,7.0,0.3,67
2022,3,7,6.3,0.0,66
2022,3,6,4.5,0.0,65
2022,3,5,6.1,0.0,64
2022,3,4,6.65,0.0,63
2022,3,3,7.25,0.2,62
2022,3,2,8.65,4.7,61
2022,3,1,10.05,3.5,60
2022,2,28,7.45,11.3,59
2022,2,27,7.55,19.3,58
2022,2,26,4.05,6.2,57
2022,2,25,0.4,0.0,56
2022,2,24,-0.6,0.4,55
2022,2,23,-2.65,0.0,54
2022,2,22,-0.2,0.0,53
2022,2,21,3.45,0.9,52
2022,2,20,5.8,0.0,51
2022,2,19,5.7,3.6,50
2022,2,18,5.8,0.0,49
2022,2,17,6.9,0.0,48
2022,2,16,5.45,0.0,47
2022,2,15,6.1,0.0,46
2022,2,14,5.85,3.5,45
2022,2,13,4.39,0.0,44
2022,2,12,3.6,0.0,43
2022,2,11,5.09,0.0,42
2022,2,10,5.09,0.2,41
2022,2,9,7.25,0.9,40
2022,2,8,5.45,2.9,39
2022,2,7,7.35,0.0,38
2022,2,6,3.5,0.0,37
2022,2,5,5.7,0.0,36
2022,2,4,6.19,3.3,35
2022,2,3,3.85,7.3,34
2022,2,2,0.09,0.3,33
2022,2,1,2.84,0.0,32
2022,1,31,5.35,0.0,31
2022,1,30,6.1,14.0,30
2022,1,29,3.4,6.4,29
2022,1,28,2.9,0.0,28
2022,1,27,2.19,0.0,27
2022,1,26,2.29,0.0,26
2022,1,25,2.15,0.0,25
2022,1,24,3.25,0.0,24
2022,1,23,2.15,0.0,23
2022,1,22,4.2,0.0,22
2022,1,21,4.9,0.0,21
2022,1,20,8.89,11.0,20
2022,1,19,8.05,8.0,19
2022,1,18,6.25,3.1,18
2022,1,17,5.65,1.7,17
2022,1,16,5.6,0.0,16
2022,1,15,5.15,0.2,15
2022,1,14,7.45,0.0,14
2022,1,13,7.5,0.2,13
2022,1,12,10.19,29.3,12
2022,1,11,8.35,17.7,11
2022,1,10,3.55,4.6,10
2022,1,9,2.6,0.0,9
2022,1,8,0.64,3.0,8
2022,1,7,2.95,7.6,7
2022,1,6,0.19,16.4,6
2022,1,5,-1.29,0.9,5
2022,1,4,2.55,7.0,4
2022,1,3,3.5,7.6,3
2022,1,2,2.75,8.6,2
2022,1,1,-4.2,0.0,1
2021,12,31,-6.7,0.0,365
2021,12,30,-4.39,4.7,364
2021,12,29,-7.9,0.0,363
2021,12,28,-8.6,0.0,362
2021,12,27,-11.55,0.8,361
2021,12,26,-8.25,3.0,360
2021,12,25,-2.6,1.6,359
2021,12,24,1.85,8.7,358
2021,12,23,4.4,2.4,357
2021,12,22,4.9,3.4,356
2021,12,21,-2.4,6.5,355
2021,12,20,-1.05,0.0,354
2021,12,19,1.65,0.0,353
2021,12,18,4.25,31.3,352
2021,12,17,0.05,1.9,351
2021,12,16,3.0,0.7,350
2021,12,15,4.9,0.0,349
2021,12,14,2.55,0.8,348
2021,12,13,3.95,8.4,347
2021,12,12,3.09,3.9,346
2021,12,11,4.85,5.6,345
2021,12,10,2.75,11.3,344
2021,12,9,3.0,0.6,343
2021,12,8,4.35,0.0,342
2021,12,7,4.75,3.4,341
2021,12,6,1.95,6.2,340
2021,12,5,0.95,0.0,339
2021,12,4,3.45,2.7,338
2021,12,3,2.2,0.0,337
2021,12,2,6.1,0.0,336
2021,12,1,10.65,1.7,335
2021,11,30,10.25,16.5,334
2021,11,29,11.25,3.1,333
2021,11,28,10.55,24.6,332
2021,11,27,9.15,20.2,331
2021,11,26,8.4,2.8,330
2021,11,25,6.25,27.3,329
2021,11,24,5.0,2.0,328
2021,11,23,6.75,0.0,327
2021,11,22,4.15,0.0,326
2021,11,21,5.7,0.0,325
2021,11,20,5.0,0.0,324
2021,11,19,4.84,0.0,323
2021,11,18,3.95,6.6,322
2021,11,17,2.5,0.0,321
2021,11,16,4.45,0.0,320
2021,11,15,8.85,47.8,319
2021,11,14,9.0,52.5,318
2021,11,13,6.45,19.9,317
2021,11,12,9.9,1.0,316
2021,11,11,8.0,13.3,315
2021,11,10,6.55,0.3,314
2021,11,9,9.25,15.2,313
2021,11,8,7.35,0.6,312
2021,11,7,6.35,6.2,311
2021,11,6,6.85,3.8,310
2021,11,5,9.14,4.9,309
2021,11,4,10.85,15.7,308
2021,11,3,11.25,10.7,307
2021,11,2,8.25,10.8,306
2021,11,1,4.65,6.6,305
2021,10,31,4.5,0.0,304
2021,10,30,4.7,0.0,303
2021,10,29,7.35,0.0,302
2021,10,28,8.69,18.7,301
2021,10,27,10.35,0.3,300
2021,10,26,10.35,4.4,299
2021,10,25,11.95,1.9,298
2021,10,24,11.2,3.5,297
2021,10,23,10.35,0.6,296
2021,10,22,10.6,4.8,295
2021,10,21,14.05,3.8,294
2021,10,20,10.1,7.7,293
2021,10,19,8.25,0.0,292
2021,10,18,9.3,0.0,291
2021,10,17,10.95,7.2,290
2021,10,16,12.7,43.3,289
2021,10,15,10.75,30.1,288
2021,10,14,8.6,1.1,287
2021,10,13,7.25,2.7,286
2021,10,12,6.1,1.8,285
2021,10,11,7.3,0.0,284
2021,10,10,10.7,0.0,283
2021,10,9,8.6,11.6,282
2021,10,8,9.05,0.0,281
2021,10,7,9.1,0.0,280
2021,10,6,9.05,0.0,279
2021,10,5,10.7,4.5,278
2021,10,4,11.45,0.0,277
2021,10,3,12.1,0.4,276
2021,10,2,11.5,0.0,275
2021,10,1,11.3,0.0,274
2021,9,30,13.2,14.1,273
2021,9,29,11.6,11.3,272
2021,9,28,14.3,6.8,271
2021,9,27,14.2,6.3,270
2021,9,26,13.8,21.4,269
2021,9,25,16.25,0.0,268
2021,9,24,13.45,0.0,267
2021,9,23,14.05,0.0,266
2021,9,22,15.1,1.5,265
2021,9,21,13.05,0.0,264
2021,9,20,13.7,0.0,263
2021,9,19,13.3,2.2,262
2021,9,18,15.3,8.6,261
2021,9,17,12.55,50.9,260
2021,9,16,10.9,0.0,259
2021,9,15,14.55,0.0,258
2021,9,14,13.35,11.6,257
2021,9,13,14.3,0.0,256
2021,9,12,15.5,0.7,255
2021,9,11,15.85,5.3,254
2021,9,10,19.25,0.0,253
2021,9,9,20.3,0.0,252
2021,9,8,19.39,0.8,251
2021,9,7,16.95,0.0,250
2021,9,6,17.04,0.0,249
2021,9,5,17.14,0.0,248
2021,9,4,16.1,13.5,247
2021,9,3,17.64,0.0,246
2021,9,2,15.7,0.0,245
2021,9,1,13.8,0.0,244
2021,8,31,15.7,1.8,243
2021,8,30,15.8,0.0,242
2021,8,29,16.85,0.0,241
2021,8,28,15.45,0.0,240
2021,8,27,17.14,7.0,239
2021,8,26,16.3,3.1,238
2021,8,25,18.25,0.0,237
2021,8,24,15.8,0.0,236
2021,8,23,16.55,0.3,235
2021,8,22,18.64,0.0,234
2021,8,21,18.35,0.0,233
2021,8,20,16.25,1.6,232
2021,8,19,18.39,0.0,231
2021,8,18,16.89,0.0,230
2021,8,17,17.8,0.2,229
2021,8,16,18.7,0.0,228
2021,8,15,20.35,0.0,227
2021,8,14,22.4,0.0,226
2021,8,13,22.75,0.0,225
2021,8,12,23.2,0.0,224
2021,8,11,20.75,0.0,223
2021,8,10,19.75,0.0,222
2021,8,9,18.95,0.0,221
2021,8,8,18.75,0.6,220
2021,8,7,18.1,22.1,219
2021,8,6,20.65,0.0,218
2021,8,5,22.95,0.0,217
2021,8,4,20.25,0.0,216
2021,8,3,20.55,0.0,215
2021,8,2,19.5,0.0,214
2021,8,1,21.95,0.0,213
2021,7,31,21.85,0.0,212
2021,7,30,21.65,0.0,211
2021,7,29,20.65,0.0,210
2021,7,28,20.35,0.0,209
2021,7,27,19.45,0.0,208
2021,7,26,19.7,0.0,207
2021,7,25,19.89,0.0,206
2021,7,24,19.7,0.0,205
2021,7,23,19.85,0.0,204
2021,7,22,17.25,0.0,203
2021,7,21,17.54,0.0,202
2021,7,20,19.35,0.0,201
2021,7,19,20.3,0.0,200
2021,7,18,17.95,0.0,199
2021,7,17,19.55,0.0,198
2021,7,16,17.14,0.0,197
2021,7,15,17.14,0.0,196
2021,7,14,19.14,0.0,195
2021,7,13,19.25,0.0,194
2021,7,12,18.64,0.0,193
2021,7,11,18.45,0.0,192
2021,7,10,19.55,0.0,191
2021,7,9,20.1,0.0,190
2021,7,8,17.95,0.0,189
2021,7,7,18.35,0.0,188
2021,7,6,18.1,0.0,187
2021,7,5,19.75,0.0,186
2021,7,4,20.35,0.0,185
2021,7,3,19.6,0.0,184
2021,7,2,19.6,0.0,183
2021,7,1,20.6,0.0,182
2021,6,30,20.95,0.0,181
2021,6,29,26.4,0.0,180
2021,6,28,26.0,0.0,179
2021,6,27,25.25,0.0,178
2021,6,26,24.9,0.0,177
2021,6,25,21.8,0.0,176
2021,6,24,18.95,0.0,175
2021,6,23,17.7,0.0,174
2021,6,22,18.85,0.0,173
2021,6,21,19.45,0.0,172
2021,6,20,18.05,0.0,171
2021,6,19,16.64,0.0,170
2021,6,18,14.6,0.0,169
2021,6,17,16.64,0.0,168
2021,6,16,16.39,0.0,167
2021,6,15,16.5,2.6,166
2021,6,14,17.14,1.6,165
2021,6,13,16.2,12.5,164
2021,6,12,16.55,0.6,163
2021,6,11,13.95,6.3,162
2021,6,10,15.7,0.0,161
2021,6,9,14.35,1.2,160
2021,6,8,11.7,0.0,159
2021,6,7,11.95,5.2,158
2021,6,6,11.1,5.0,157
2021,6,5,14.25,0.8,156
2021,6,4,14.5,1.4,155
2021,6,3,18.14,0.0,154
2021,6,2,20.5,0.0,153
2021,6,1,17.6,0.0,152
2021,5,31,16.55,0.0,151
2021,5,30,14.5,0.0,150
2021,5,29,12.6,0.0,149
2021,5,28,13.6,0.8,148
2021,5,27,12.9,8.2,147
2021,5,26,13.64,0.0,146
2021,5,25,14.85,0.0,145
2021,5,24,11.95,3.1,144
2021,5,23,13.85,0.0,143
2021,5,22,13.1,0.0,142
2021,5,21,12.0,0.0,141
2021,5,20,10.5,0.0,140
2021,5,19,10.5,0.0,139
2021,5,18,11.3,5.0,138
2021,5,17,13.55,7.0,137
2021,5,16,14.05,0.0,136
2021,5,15,14.9,0.0,135
2021,5,14,13.0,0.0,134
2021,5,13,12.85,0.0,133
2021,5,12,13.9,3.6,132
2021,5,11,11.3,0.0,131
2021,5,10,11.0,0.0,130
2021,5,9,11.1,0.0,129
2021,5,8,11.2,0.0,128
2021,5,7,9.75,0.0,127
2021,5,6,13.7,0.3,126
2021,5,5,10.35,0.0,125
2021,5,4,11.95,0.0,124
2021,5,3,10.25,2.2,123
2021,5,2,10.8,0.0,122
2021,5,1,11.85,0.0,121
2021,4,30,14.2,13.5,120
2021,4,29,13.64,0.3,119
2021,4,28,12.2,1.4,118
2021,4,27,11.1,0.0,117
2021,4,26,10.1,0.0,116
2021,4,25,10.05,7.7,115
2021,4,24,9.94,10.9,114
2021,4,23,11.3,0.3,113
2021,4,22,10.85,0.0,112
2021,4,21,9.69,0.0,111
2021,4,20,11.15,0.0,110
2021,4,19,13.05,0.0,109
2021,4,18,11.45,0.0,108
2021,4,17,11.89,0.0,107
2021,4,16,11.35,0.0,106
2021,4,15,10.55,0.0,105
2021,4,14,7.9,0.0,104
2021,4,13,8.45,0.0,103
2021,4,12,5.85,0.0,102
2021,4,11,4.2,0.0,101
2021,4,10,5.69,0.0,100
2021,4,9,5.4,0.9,99
2021,4,8,7.4,0.0,98
2021,4,7,6.2,1.8,97
2021,4,6,8.3,0.0,96
2021,4,5,4.55,0.0,95
2021,4,4,7.8,0.0,94
2021,4,3,8.55,1.2,93
2021,4,2,8.8,0.0,92
2021,4,1,8.85,0.0,91
2021,3,31,5.35,0.0,90
2021,3,30,4.5,0.0,89
2021,3,29,4.84,0.0,88
2021,3,28,6.6,4.2,87
2021,3,27,6.8,0.0,86
2021,3,26,6.5,0.0,85
2021,3,25,7.4,0.0,84
2021,3,24,6.05,6.0,83
2021,3,23,5.3,0.4,82
2021,3,22,7.05,0.0,81
2021,3,21,5.65,5.9,80
2021,3,20,7.55,1.8,79
2021,3,19,8.6,0.9,78
2021,3,18,7.7,2.7,77
2021,3,17,5.35,1.0,76
2021,3,16,3.8,0.0,75
2021,3,15,3.9,0.0,74
2021,3,14,6.95,1.2,73
2021,3,13,8.19,0.0,72
2021,3,12,6.45,0.0,71
2021,3,11,3.0,0.0,70
2021,3,10,4.35,0.0,69
2021,3,9,7.0,0.0,68
2021,3,8,5.85,0.0,67
2021,3,7,6.69,1.5,66
2021,3,6,7.95,0.7,65
2021,3,5,8.8,3.7,64
2021,3,4,6.35,4.0,63
2021,3,3,6.6,0.0,62
2021,3,2,4.8,0.0,61
2021,3,1,7.8,0.0,60
2021,2,28,5.09,3.3,59
2021,2,27,2.4,0.6,58
2021,2,26,5.8,1.6,57
2021,2,25,5.65,4.6,56
2021,2,24,1.9,0.0,55
2021,2,23,4.45,0.2,54
2021,2,22,8.1,1.5,53
2021,2,21,7.9,1.9,52
2021,2,20,2.9,1.1,51
2021,2,19,4.64,1.4,50
2021,2,18,3.95,1.7,49
2021,2,17,3.25,0.0,48
2021,2,16,5.65,0.2,47
2021,2,15,2.35,13.4,46
2021,2,14,0.05,2.1,45
2021,2,13,-1.75,6.2,44
2021,2,12,-3.5,0.0,43
2021,2,11,-1.8,0.0,42
2021,2,10,-1.6,0.0,41
2021,2,9,-0.75,0.0,40
2021,2,8,0.7,0.0,39
2021,2,7,5.5,0.0,38
2021,2,6,6.8,1.9,37
2021,2,5,6.35,1.1,36
2021,2,4,4.9,7.6,35
2021,2,3,4.55,0.0,34
2021,2,2,5.4,13.5,33
2021,2,1,6.19,19.2,32
2021,1,31,6.5,7.3,31
2021,1,30,5.8,1.7,30
2021,1,29,4.75,0.0,29
2021,1,28,4.55,1.4,28
2021,1,27,3.2,0.4,27
2021,1,26,4.4,0.0,26
2021,1,25,3.15,10.7,25
2021,1,24,2.29,9.0,24
2021,1,23,0.0,0.0,23
2021,1,22,1.45,0.0,22
2021,1,21,3.84,0.5,21
2021,1,20,5.09,0.0,20
2021,1,19,3.85,0.0,19
2021,1,18,4.0,0.0,18
2021,1,17,5.8,0.7,17
2021,1,16,5.4,2.5,16
2021,1,15,7.5,2.1,15
2021,1,14,4.95,0.0,14
2021,1,13,7.75,3.9,13
2021,1,12,9.69,22.1,12
2021,1,11,8.94,15.2,11
2021,1,10,6.85,4.4,10
2021,1,9,3.2,0.0,9
2021,1,8,4.3,9.3,8
2021,1,7,5.6,0.0,7
2021,1,6,6.7,0.2,6
2021,1,5,5.19,29.5,5
2021,1,4,5.75,18.1,4
2021,1,3,5.8,6.4,3
2021,1,2,7.85,12.7,2
2021,1,1,8.5,17.6,1
2020,12,31,6.5,6.8,366
2020,12,30,4.75,31.6,365
2020,12,29,4.0,8.2,364
2020,12,28,5.3,0.8,363
2020,12,27,5.19,6.4,362
2020,12,26,6.5,3.7,361
2020,12,25,3.7,8.1,360
2020,12,24,0.04,0.0,359
2020,12,23,1.8,0.0,358
2020,12,22,2.09,0.0,357
2020,12,21,4.25,31.8,356
2020,12,20,7.25,0.0,355
2020,12,19,6.35,19.6,354
2020,12,18,7.5,19.7,353
2020,12,17,7.25,9.1,352
2020,12,16,8.1,7.6,351
2020,12,15,7.5,7.4,350
2020,12,14,6.25,1.5,349
2020,12,13,3.15,10.4,348
2020,12,12,1.79,0.0,347
2020,12,11,4.0,9.2,346
2020,12,10,5.15,0.0,345
2020,12,9,7.0,0.3,344
2020,12,8,8.4,14.7,343
2020,12,7,9.3,10.8,342
2020,12,6,6.65,2.2,341
2020,12,5,5.35,0.0,340
2020,12,4,5.05,0.0,339
2020,12,3,3.34,0.0,338
2020,12,2,3.05,0.0,337
2020,12,1,3.9,0.0,336
2020,11,30,7.44,3.9,335
2020,11,29,3.65,0.2,334
2020,11,28,5.4,0.0,333
2020,11,27,8.65,1.2,332
2020,11,26,6.1,2.4,331
2020,11,25,6.19,1.2,330
2020,11,24,6.8,9.5,329
2020,11,23,6.25,9.4,328
2020,11,22,4.5,2.5,327
2020,11,21,5.5,0.0,326
2020,11,20,7.95,2.8,325
2020,11,19,6.35,5.3,324
2020,11,18,7.65,16.9,323
2020,11,17,9.65,4.5,322
2020,11,16,6.9,20.5,321
2020,11,15,8.15,1.3,320
2020,11,14,5.19,5.6,319
2020,11,13,6.4,31.7,318
2020,11,12,4.59,22.8,317
2020,11,11,2.15,0.0,316
2020,11,10,3.5,3.7,315
2020,11,9,1.35,2.1,314
2020,11,8,2.95,0.0,313
2020,11,7,6.4,0.0,312
2020,11,6,6.65,0.0,311
2020,11,5,10.05,0.0,310
2020,11,4,13.45,7.2,309
2020,11,3,10.1,34.6,308
2020,11,2,7.8,0.0,307
2020,11,1,6.35,0.0,306
2020,10,31,5.55,0.0,305
2020,10,30,10.0,3.6,304
2020,10,29,11.85,0.0,303
2020,10,28,11.8,0.0,302
2020,10,27,7.69,0.0,301
2020,10,26,4.55,0.6,300
2020,10,25,0.85,0.0,299
2020,10,24,5.2,0.0,298
2020,10,23,5.6,12.8,297
2020,10,22,7.4,0.0,296
2020,10,21,9.25,0.0,295
2020,10,20,9.9,0.0,294
2020,10,19,11.5,0.0,293
2020,10,18,10.15,10.8,292
2020,10,17,11.5,0.5,291
2020,10,16,11.8,2.7,290
2020,10,15,8.55,0.3,289
2020,10,14,10.5,0.0,288
2020,10,13,12.0,13.9,287
2020,10,12,11.25,0.0,286
2020,10,11,9.39,14.4,285
2020,10,10,13.55,12.0,284
2020,10,9,14.1,15.7,283
2020,10,8,15.6,0.0,282
2020,10,7,12.3,0.0,281
2020,10,6,12.85,0.0,280
2020,10,5,13.2,0.0,279
